complex_id,density
394.0,715.1375661375661
395.0,908.1269841269839
396.0,644.5661375661375
397.0,402.36904761904754
398.0,433.8931216931217
399.0,351.17233560090693
403.0,234.94444444444446
404.0,232.74686716791985
405.0,151.44634920634925
407.0,207.44973544973544
409.0,215.8015873015873
413.0,62.02664399092971
414.0,157.86206896551718
416.0,661.615873015873
417.0,367.58201058201064
418.0,326.4603174603176
419.0,397.5026455026456
420.0,410.5555555555556
421.0,611.5793650793651
422.0,390.1428571428571
423.0,620.7195767195767
424.0,325.0123456790124
425.0,260.8730158730158
426.0,552.3941798941798
427.0,367.9329805996471
428.0,507.88095238095235
429.0,353.9153439153439
430.0,262.3777777777778
431.0,561.3280423280421
432.0,392.4999999999999
433.0,281.8571428571428
434.0,479.0442176870749
436.0,353.58201058201064
437.0,144.07539682539684
438.0,331.9113756613756
439.0,406.85714285714283
440.0,386.6825396825397
441.0,520.2116402116403
442.0,431.54603174603176
443.0,344.2222222222221
444.0,431.6825396825397
445.0,326.1269841269843
446.0,246.30687830687827
447.0,552.7472075249852
448.0,39.01307189542484
449.0,918.2063492063492
450.0,974.3492063492063
451.0,783.2645502645505
452.0,595.1075837742505
453.0,579.7873015873015
455.0,229.97420634920636
456.0,397.3359788359789
457.0,278.6164021164022
458.0,307.994708994709
459.0,392.76719576719574
460.0,159.05555555555554
461.0,403.7936507936508
463.0,159.1095238095238
464.0,236.3882783882784
471.0,99.7756613756614
475.0,291.0882936507937
476.0,262.77566137566146
477.0,388.936507936508
501.0,37.91575091575091
502.0,19.5578231292517
601.0,152.641502129307
602.0,453.6546651180796
603.0,762.3015873015875
604.0,184.92328042328043
605.0,359.8333333333334
606.0,151.6235827664399
607.0,316.66666666666663
608.0,214.8613756613757
609.0,228.27342549923193
610.0,221.77109440267338
611.0,310.1470258136923
612.0,109.69082125603863
613.0,209.80075187969928
614.0,282.8219125048393
615.0,128.64957264957263
616.0,571.620811287478
617.0,266.90849673202615
618.0,194.32253968253966
619.0,161.22441160372193
620.0,199.40740740740742
621.0,653.7346938775509
622.0,159.48182283666154
623.0,160.43626743626746
624.0,84.61252446183953
625.0,358.4135338345865
626.0,135.22619047619048
627.0,281.734126984127
628.0,138.2118561710398
629.0,148.0541549953315
630.0,513.0781440781442
635.0,180.05079365079362
636.0,183.14828738512946
